latitude,longitude,nom_long,res_com
48.33268364,2.692480191,Bourron-Marlotte-Grez,TRAIN R
48.43050482,2.752998385,Vulaines-sur-Seine-Samoreau,TRAIN R
48.40728299,2.798922443,Champagne-sur-Seine,TRAIN R
48.78739024,2.044621989,Saint-Quentin-en-Yvelines,TRAIN U
48.87171419,2.22102955,Suresnes-Mont-Valérien,TRAIN U
48.82723878,2.200721258,Sèvres-Ville-d'Avray,TRAIN U
48.89218708,2.237018056,La Défense,TRAIN U
48.75518504,1.943049944,La Verrière,TRAIN U
48.88338381,2.23369192,Puteaux,TRAIN U
48.77480281,2.006566869,Trappes,TRAIN U
48.84610295,2.217621081,Saint-Cloud,TRAIN U
48.79870764,2.071847006,Saint-Cyr,TRAIN U
48.81257172,2.18825986,Chaville Rive Droite,TRAIN U
48.79513818,2.135156224,Versailles-Chantiers,TRAIN U
48.76477601,2.163947086,Jouy-en-Josas,TRAIN V
48.79513818,2.135156224,Versailles-Chantiers,TRAIN V
48.75102328,2.215860857,Bièvres,TRAIN V
48.75883616,2.193014615,Vauboyen,TRAIN V
48.77163431,2.146972742,Petit-Jouy-les-Loges,TRAIN V
48.7408533,2.230839931,Igny,TRAIN V
48.72599709,2.258322994,Massy-Palaiseau,TRAIN V
48.89591584,2.46033007,Noisy-le-Sec,TRAM 1
48.90670063,2.460523404,Auguste Delaune,TRAM 1
48.92725061,2.274336132,Asnières Quatre Routes,TRAM 1
48.9375099,2.350400019,Théâtre Gérard Philipe,TRAM 1
48.93499416,2.326951044,La Noue,TRAM 1
48.93615563,2.346470902,Saint-Denis,TRAM 1
48.93021421,2.283722557,Les Courtilles,TRAM 1
48.93173483,2.37822549,Cosmonautes,TRAM 1
48.92271119,2.406622752,Danton,TRAM 1
48.93560571,2.334332915,Mairie de Villeneuve-la-Garenne,TRAM 1
48.931814,2.288656005,Le Luth,TRAM 1
48.91778373,2.417691093,Drancy-Avenir,TRAM 1
48.90653656,2.443992335,Hôtel de Ville de Bobigny,TRAM 1
48.9047032,2.469971545,Pont de Bondy,TRAM 1
48.93335538,2.294602989,Le Village,TRAM 1
48.93638915,2.363640702,Cimetière de Saint-Denis,TRAM 1
48.91270498,2.435420993,Escadrille Normandie-Niémen,TRAM 1
48.92740289,2.392471119,Hôtel de Ville de La Courneuve,TRAM 1
48.91917903,2.413837181,Maurice Lachâtre,TRAM 1
48.93344984,2.307089654,Gennevilliers,TRAM 1
48.92078597,2.410598616,La Courneuve 8 Mai 1945,TRAM 1
48.93859448,2.355845267,Marché de Saint-Denis,TRAM 1
48.90693183,2.438624497,Libération,TRAM 1
48.93279021,2.301291291,Timbaud,TRAM 1
48.91583789,2.425009894,Hôpital Avicenne,TRAM 1
48.92997103,2.38475886,Six Routes,TRAM 1
48.93576727,2.339571145,L'Ile-Saint-Denis,TRAM 1
48.90653601,2.450006166,Bobigny Pablo Picasso,TRAM 1
48.91409326,2.431278002,Gaston Roulaud,TRAM 1
48.9335864,2.371083172,Hôpital Delafontaine,TRAM 1
48.90781432,2.454357579,Jean Rostand,TRAM 1
48.90966637,2.437487802,La Ferme,TRAM 1
48.92437514,2.402073413,Stade Géo André,TRAM 1
48.93460857,2.321495198,Chemin des Reniers,TRAM 1
48.93394363,2.313257073,Parc des Chanteraines,TRAM 1
48.9333906,2.300626211,Timbaud,TRAM 1
48.9004173,2.465460481,Petit Noisy,TRAM 1
48.93805733,2.360792492,Basilique de Saint-Denis,TRAM 1
48.78259287,2.253128059,Le Hameau,TRAM 10
48.76638343,2.254887764,Vallée aux Loups,TRAM 10
48.76472018,2.265884867,Les Peintres,TRAM 10
48.77669474,2.250026069,Noveos,TRAM 10
48.76272627,2.280697845,Petit-Châtenay,TRAM 10
48.76379365,2.272752403,Théâtre La Piscine,TRAM 10
48.76932379,2.249652963,Malabry,TRAM 10
48.76556476,2.259576115,Cité-Jardin,TRAM 10
48.76142385,2.290444728,LaVallée,TRAM 10
48.7872109,2.253169145,Hôpital Béclère,TRAM 10
48.77983639,2.251893157,Parc des Sports,TRAM 10
48.76297047,2.304751901,La Croix de Berny,TRAM 10
48.79007389,2.252720457,Jardin Parisien,TRAM 10
48.95456256,2.302305082,Épinay-sur-Seine,TRAM 11
48.95900166,2.328351883,Épinay Villetaneuse,TRAM 11
48.93028786,2.423385107,Le Bourget,TRAM 11
48.96000579,2.342368597,Villetaneuse - Université,TRAM 11
48.96013454,2.367256583,Pierrefitte Stains,TRAM 11
48.94393433,2.411121755,Dugny - La Courneuve,TRAM 11
48.95473075,2.39179514,Stains La Cerisaie,TRAM 11
48.65212869,2.383402377,Ferme Neuve,TRAM 12
48.63395897,2.395341508,Bois de Saint-Eutrope,TRAM 12
48.62508421,2.407576768,Traité de Rome,TRAM 12
48.66531992,2.362618264,Coteaux de l'Orge,TRAM 12
48.70854822,2.280123756,Champlan,TRAM 12
48.68571363,2.317626404,Gravigny-Balizy,TRAM 12
48.67063927,2.335359426,Épinay-sur-Orge,TRAM 12
48.62213379,2.415448101,Bois Briard,TRAM 12
48.72343304,2.272637936,Massy Europe,TRAM 12
48.70223939,2.294557749,Longjumeau,TRAM 12
48.65901888,2.373850621,Amédée Gordini,TRAM 12
48.62468183,2.42759478,Évry - Courcouronnes,TRAM 12
48.72472914,2.257515005,Massy-Palaiseau,TRAM 12
48.7006808,2.307841187,Chilly-Mazarin,TRAM 12
48.67638133,2.333249459,Petit-Vaux,TRAM 12
48.66789285,2.354738574,Parc du Château,TRAM 12
48.79900981,2.074746577,Saint-Cyr,TRAM 13
48.87215411,2.068709986,L'Etang - Les Sablons,TRAM 13
48.84130815,2.061451985,Noisy-le-Roi,TRAM 13
48.90171349,2.095213744,Saint-Germain-en-Laye,TRAM 13
48.81564573,2.078833469,Allée Royale,TRAM 13
48.86795014,2.05082595,Saint-Nom La Bretèche - Forêt de Marly,TRAM 13
48.80661698,2.077227625,Les Portes de Saint-Cyr,TRAM 13
48.83705261,2.074443575,Bailly,TRAM 13
48.91391885,2.081675938,Camp des Loges,TRAM 13
48.88099144,2.079177395,Mareil-Marly,TRAM 13
48.89473715,2.069974307,Fourqueux - Bel Air,TRAM 13
48.90320462,2.072971457,Lisière Pereire,TRAM 13
48.82989016,2.263178566,Issy-Val-de-Seine,TRAM 2
48.82230993,2.23132316,Brimborion,TRAM 2
48.82470769,2.260481576,Jacques-Henri Lartigue,TRAM 2
48.82151752,2.251336155,Les Moulineaux,TRAM 2
48.83475001,2.271241501,Henri Farman,TRAM 2
48.8290105,2.225312853,Musée de Sèvres,TRAM 2
48.90276803,2.239542035,Les Fauvelles,TRAM 2
48.88333488,2.233871434,Puteaux,TRAM 2
48.81917433,2.238598338,Meudon-sur-Seine,TRAM 2
48.84985049,2.221232683,Les Milons,TRAM 2
48.92326826,2.217589799,Pont de Bezons,TRAM 2
48.86823878,2.221410603,Suresnes-Longchamp,TRAM 2
48.8966644,2.240079252,Faubourg de l'Arche,TRAM 2
48.91751491,2.224812189,Parc Pierre Lagravère,TRAM 2
48.83331427,2.276854976,Suzanne Lenglen,TRAM 2
48.83187247,2.287207138,Porte de Versailles,TRAM 2
48.87600129,2.225959095,Belvédère,TRAM 2
48.85747141,2.22060356,Les Coteaux,TRAM 2
48.8431244,2.221851495,Parc de Saint-Cloud,TRAM 2
48.91080259,2.233988601,Jacqueline Auriol,TRAM 2
48.89212336,2.237213536,La Défense,TRAM 2
48.90766458,2.238309302,Charlebourg,TRAM 2
48.91404768,2.229571613,Victor Basch,TRAM 2
48.83169659,2.281470444,Porte d'Issy,TRAM 2
48.83807589,2.271174403,Pont du Garigliano,TRAM 3a
48.83612298,2.278119178,Balard,TRAM 3a
48.81976127,2.364015462,Porte de Choisy,TRAM 3a
48.81905151,2.360129742,Porte d'Italie,TRAM 3a
48.83435817,2.284007243,Desnouettes,TRAM 3a
48.82557023,2.381165588,Avenue de France,TRAM 3a
48.84370074,2.410109556,Alexandra David-Néel,TRAM 3a
48.82035003,2.33858075,Cité Universitaire,TRAM 3a
48.82315163,2.325509578,Porte d'Orléans,TRAM 3a
48.82868555,2.300801952,Brancion,TRAM 3a
48.82087336,2.350932878,Poterne des Peupliers,TRAM 3a
48.83199309,2.398350104,Porte de Charenton,TRAM 3a
48.83267687,2.288069458,Porte de Versailles,TRAM 3a
48.83552221,2.406657147,Porte Dorée,TRAM 3a
48.82982638,2.295661983,Georges Brassens,TRAM 3a
48.82592055,2.313380087,Didot,TRAM 3a
48.83038859,2.393449698,Baron Le Roy,TRAM 3a
48.82741486,2.306635927,Porte de Vanves,TRAM 3a
48.84694815,2.40955143,Porte de Vincennes,TRAM 3a
48.82182956,2.370053604,Porte d'Ivry,TRAM 3a
48.82150892,2.333339833,Montsouris,TRAM 3a
48.82471102,2.318829693,Jean Moulin,TRAM 3a
48.81950051,2.345803581,Stade Charléty,TRAM 3a
48.83986483,2.408874539,Montempoivre,TRAM 3a
48.8243549,2.377661531,Maryse Bastié,TRAM 3a
48.87663081,2.406999583,Porte des Lilas,TRAM 3b
48.89388028,2.397738851,Delphine Seyrig,TRAM 3b
48.8984911,2.363651382,Colette Besson,TRAM 3b
48.89462433,2.314233846,Porte de Clichy,TRAM 3b
48.89630847,2.318804401,Honoré de Balzac,TRAM 3b
48.87793814,2.283913994,Porte Maillot,TRAM 3b
48.88342329,2.288033115,Thérèse Pierre,TRAM 3b
48.88597055,2.29213548,Porte de Champerret​,TRAM 3b
48.86752136,2.40897894,Séverine,TRAM 3b
48.89873399,2.380537035,Canal Saint-Denis,TRAM 3b
48.87018042,2.274627543,Porte Dauphine,TRAM 3b
48.88115461,2.285505622,Anny Flore,TRAM 3b
48.89755281,2.373383796,Rosa Parks,TRAM 3b
48.86343374,2.408832465,Porte de Bagnolet,TRAM 3b
48.85298728,2.410741136,Porte de Montreuil,TRAM 3b
48.89804145,2.34507845,Porte de Clignancourt,TRAM 3b
48.89839213,2.358375469,Porte de la Chapelle,TRAM 3b
48.89860117,2.369036949,Porte d'Aubervilliers,TRAM 3b
48.87209703,2.408620055,Adrienne Bolland,TRAM 3b
48.89783033,2.338230427,Angélique Compoint,TRAM 3b
48.89754933,2.324905585,Épinettes - Pouchet,TRAM 3b
48.84739389,2.409656056,Porte de Vincennes,TRAM 3b
48.89767182,2.329830334,Porte de Saint-Ouen,TRAM 3b
48.87456815,2.278256505,Anna de Noailles​,TRAM 3b
48.89742874,2.386581433,Porte de la Villette,TRAM 3b
48.85870401,2.409685686,Marie de Miribel,TRAM 3b
48.8794555,2.401233645,Hôpital Robert Debré,TRAM 3b
48.88501679,2.396751289,Butte du Chapeau Rouge,TRAM 3b
48.89742996,2.394968407,Ella Fitzgerald,TRAM 3b
48.8983291,2.351712072,Diane Arbus,TRAM 3b
48.88973995,2.30327605,Porte d'Asnières,TRAM 3b
48.88900765,2.395681075,Porte de Pantin,TRAM 3b
48.88737589,2.296965185,Square Sainte-Odile,TRAM 3b
48.89309463,2.487910986,La Remise à Jorelle,TRAM 4
48.9026781,2.511939934,Les Pavillons-sous-Bois,TRAM 4
48.90473884,2.547921374,Romain Rolland,TRAM 4
48.90095554,2.570841555,Hôpital de Montfermeil,TRAM 4
48.93100567,2.514884566,Rougemont-Chanteloup,TRAM 4
48.90852702,2.532287442,Léon Blum,TRAM 4
48.89792357,2.561714304,Arboretum,TRAM 4
48.89380586,2.482032922,Bondy,TRAM 4
48.9218047,2.516333391,L'Abbaye,TRAM 4
48.90786848,2.546380399,Clichy-sous-Bois Mairie,TRAM 4
48.93195909,2.497116515,Aulnay-sous-Bois,TRAM 4
48.90727259,2.516509893,Gargan,TRAM 4
48.92650394,2.519119485,Freinville-Sevran,TRAM 4
48.89259978,2.499757185,Les Coquetiers,TRAM 4
48.9160965,2.515061446,Lycée Henri Sellier,TRAM 4
48.90662833,2.524048526,République Marx Dormoy,TRAM 4
48.90841689,2.539173331,Maurice Audin,TRAM 4
48.89714382,2.506408247,Allée de la Tour Rendez-Vous,TRAM 4
48.90457307,2.555014267,Clichy - Montfermeil,TRAM 4
48.90091968,2.556069027,Notre-Dame-des-Anges,TRAM 4
48.97927613,2.380204254,Paul Valéry,TRAM 5
48.95557635,2.358322856,Joncherolles,TRAM 5
48.94481893,2.357006356,Roger Sémat,TRAM 5
48.97666569,2.377419675,Les Flanades,TRAM 5
48.9708834,2.366003889,Jacques Prévert,TRAM 5
48.97852462,2.385049192,Lochères,TRAM 5
48.95268019,2.357983075,Petit Pierrefitte,TRAM 5
48.97716072,2.390674881,Garges-Sarcelles,TRAM 5
48.97359938,2.366066976,Butte Pinson,TRAM 5
48.96350235,2.360213792,Mairie de Pierrefitte,TRAM 5
48.94212546,2.356729742,Baudelaire,TRAM 5
48.93894788,2.356334439,Marché de Saint-Denis,TRAM 5
48.96562486,2.363302265,Alcide d'Orbigny,TRAM 5
48.97749309,2.372242924,Les Cholettes,TRAM 5
48.9591211,2.358742504,Suzanne Valadon,TRAM 5
48.94820813,2.357461526,Guynemer,TRAM 5
48.78669994,2.254462762,Hôpital Béclère,TRAM 6
48.78008715,2.196505812,Louvois,TRAM 6
48.78073097,2.239832018,Pavé Blanc,TRAM 6
48.79988738,2.28195132,Parc André Malraux,TRAM 6
48.80107761,2.170967401,Viroflay Rive Gauche,TRAM 6
48.80570415,2.169070049,Viroflay Rive Droite,TRAM 6
48.81060109,2.300357474,Châtillon-Montrouge,TRAM 6
48.78512141,2.17879859,Robert Wagner,TRAM 6
48.78140432,2.209129227,Inovel Parc Nord,TRAM 6
48.78045471,2.191409919,Mairie de Vélizy,TRAM 6
48.78496976,2.220009517,Vélizy 2,TRAM 6
48.80420494,2.289057254,Centre de Châtillon,TRAM 6
48.78368722,2.246977649,Mail de la Plaine,TRAM 6
48.78490217,2.237132705,Georges Pompidou,TRAM 6
48.78198667,2.180493751,L’Onde,TRAM 6
48.80716985,2.294091244,Vauban,TRAM 6
48.79446888,2.272650345,Division Leclerc,TRAM 6
48.790333,2.263389166,Soleil Levant,TRAM 6
48.78353933,2.225280295,Meudon-la-Forêt,TRAM 6
48.78350098,2.230983559,Georges Millandy,TRAM 6
48.78362462,2.214433502,Dewoitine,TRAM 6
48.71451273,2.371747143,Porte de l'Essonne,TRAM 7
48.75281136,2.361952153,Place de la Logistique,TRAM 7
48.76818988,2.368043001,Bretagne,TRAM 7
48.75267435,2.355360989,Porte de Rungis,TRAM 7
48.75021319,2.354391807,Saarinen,TRAM 7
48.74656859,2.352875341,Robert Schuman,TRAM 7
48.75670103,2.368367466,La Belle Épine,TRAM 7
48.74168449,2.352795381,La Fraternelle,TRAM 7
48.78728035,2.366988445,Villejuif-Louis Aragon,TRAM 7
48.77893639,2.367405864,Domaine Chérioux,TRAM 7
48.77207422,2.367815002,Moulin Vert,TRAM 7
48.75957354,2.366398,Porte de Thiais,TRAM 7
48.73860387,2.369907789,Caroline Aigle,TRAM 7
48.73369935,2.371412538,Coeur d'Orly,TRAM 7
48.73998743,2.359467821,Hélène Boucher,TRAM 7
48.76337515,2.367790536,Auguste Perret,TRAM 7
48.72955072,2.368264129,Aéroport d'Orly,TRAM 7
48.78310755,2.367157833,Lamartine,TRAM 7
48.95550448,2.295591695,Épinay-Orgemont,TRAM 8
48.93205182,2.352701984,Pierre De Geyter,TRAM 8
48.94993774,2.328832171,Les Mobiles,TRAM 8
48.94555554,2.347312925,Delaunay-Belleville,TRAM 8
48.95931814,2.342053801,Villetaneuse-Université,TRAM 8
48.93968871,2.345207506,Paul Éluard,TRAM 8
48.93526615,2.347862408,Saint-Denis,TRAM 8
48.94780765,2.339180923,Blumenthal,TRAM 8
48.95543743,2.307872568,Gilbert Bonnemaison,TRAM 8
48.94958135,2.342521826,César,TRAM 8
48.95316825,2.315403612,Rose Bertin,TRAM 8
48.95582939,2.30199102,Épinay-sur-Seine,TRAM 8
48.92981643,2.357292071,Saint-Denis - Porte de Paris,TRAM 8
48.95587687,2.311526309,Lacépède,TRAM 8
48.95272633,2.34346128,Jean Vilar,TRAM 8
48.95159838,2.320755448,Les Béatus,TRAM 8
48.95667185,2.343109236,Pablo Neruda,TRAM 8
48.75210595,2.416948756,Christophe Colomb,TRAM 9
48.81556896,2.368339635,Châteaudun - Barbès,TRAM 9
48.75454544,2.411900231,Four-Peary,TRAM 9
48.7786697,2.396357903,Watteau - Rondenay,TRAM 9
48.76844236,2.402860322,Verdun Hoche,TRAM 9
48.75920003,2.408875606,Carle-Darthe,TRAM 9
48.81262938,2.370661249,Cimetière Parisien d'Ivry,TRAM 9
48.77298814,2.399359619,Trois communes,TRAM 9
48.76391487,2.405808944,Rouget de Lisle,TRAM 9
48.80721433,2.374911599,La Briqueterie,TRAM 9
48.79289157,2.386206655,Musée MAC VAL,TRAM 9
48.79042859,2.38823514,Mairie de Vitry,TRAM 9
48.78567214,2.391991455,Camille Groult,TRAM 9
48.78300539,2.39383827,Constant Coquelin,TRAM 9
48.74499564,2.408318295,Orly - Gaston Viens,TRAM 9
48.80334775,2.377791231,Germaine Tailleferre,TRAM 9
48.81945369,2.365190933,Porte de Choisy,TRAM 9
48.79882265,2.381510972,Beethoven - Concorde,TRAM 9
48.7469424,2.416320895,Les Saules,TRAM 9
